101	444
101	444
101	444
101	444
101	444
101	444
101	444
101	444
101	444
101	444
101	444
101	444
101	444
101	444
101	444
101	444
1026	1041
1026	1041
1026	1041
1026	1041
1026	1041
1026	1041
1026	1041
1026	1041
1026	1041
1026	1041
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1051	1166
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
1094	1163
112	326
112	326
112	326
112	326
112	326
112	326
112	326
112	326
112	326
1149	1204
1149	1204
1149	1204
1149	1204
1149	1204
1149	1204
1149	1204
1149	1204
1149	1204
1149	1204
1149	1204
1149	1204
1149	1204
1149	1204
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
1156	1256
123	973
123	973
123	973
123	973
123	973
123	973
123	973
123	973
123	973
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
124	1017
14	1187
14	1187
14	1187
14	1187
14	1187
14	1187
14	1187
14	1187
14	1187
14	1187
14	1187
14	1187
14	1187
14	1187
149	186
149	186
149	186
149	186
149	186
149	186
149	186
149	186
149	186
149	186
149	186
149	186
149	186
149	186
149	186
149	186
150	1073
150	1073
150	1073
150	1073
150	1073
150	1073
150	1073
150	1073
150	1073
150	1073
156	593
156	593
156	593
156	593
156	593
156	593
156	593
156	593
156	593
156	593
156	593
156	593
156	593
163	435
163	435
163	435
163	435
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
174	586
175	358
175	358
175	358
175	358
175	358
175	358
175	358
175	358
181	335
181	335
181	335
181	335
181	335
181	335
181	335
181	335
181	335
181	335
181	335
181	335
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
19	346
207	1205
207	1205
207	1205
207	1205
207	1205
207	1205
207	1205
207	1205
207	1205
208	642
208	642
208	642
208	642
208	642
208	642
208	642
208	642
208	642
208	642
208	642
208	642
208	642
208	642
208	642
217	370
217	370
217	370
217	370
217	370
221	1011
243	1201
243	1201
243	1201
243	1201
243	1201
243	1201
243	1201
243	1201
243	1201
243	1201
243	1201
255	1058
255	1058
255	1058
255	1058
255	1058
255	1058
255	1058
255	1058
255	1058
269	754
269	754
269	754
269	754
269	754
269	754
269	754
269	754
269	754
269	754
27	412
27	412
27	412
27	412
27	412
27	412
27	412
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
278	315
